"","Value","Std.Error","DF","t.value","pval","scfa_var","Var","Strain","adj.pval"
"Acetic acid.Parasutterella.excrementihominis.St_Abundance",0.657264946211011,0.811177488502239,43,0.810260338245564,0.422252272836152,"Acetic acid","St_Abundance","Parasutterella.excrementihominis",0.532859687171677
"Acetic acid.Burkholderiales.bacterium.1_1_47.St_Abundance",0.227044070576302,0.839600735162375,43,0.270419094538302,0.788131600981519,"Acetic acid","St_Abundance","Burkholderiales.bacterium.1_1_47",0.836450610839289
"Acetic acid.Streptomyces.californicus.St_Abundance",-25.7493009113526,8.25020437522899,43,-3.12105006618553,0.00321632332058055,"Acetic acid","St_Abundance","Streptomyces.californicus",0.0104177777742708
"Acetic acid.Streptococcus.sp..MP111F6_2.St_Abundance",-0.210522577654758,0.883879107762283,43,-0.238180284844313,0.81287264970976,"Acetic acid","St_Abundance","Streptococcus.sp..MP111F6_2",0.855929350014527
"Acetic acid.Parasutterella.excrementihominis.CAG.233.St_Abundance",0.558354959077551,1.27605904421742,43,0.437562009068302,0.663893800755091,"Acetic acid","St_Abundance","Parasutterella.excrementihominis.CAG.233",0.737931726922248
"Acetic acid.Streptococcus.vestibularis.St_Abundance",1.55681553906386,1.77328619728683,43,0.877926835186464,0.384862633019812,"Acetic acid","St_Abundance","Streptococcus.vestibularis",0.493945727657211
"Acetic acid.Clostridia.bacterium.UC5.1.1A9.St_Abundance",3.10733465240497,1.81260202554173,43,1.71429503477261,0.093675068545979,"Acetic acid","St_Abundance","Clostridia.bacterium.UC5.1.1A9",0.165486522460621
"Acetic acid.X.Clostridium..lavalense.St_Abundance",-0.540916201197987,1.35135004500688,43,-0.400278375833578,0.69093324520407,"Acetic acid","St_Abundance","X.Clostridium..lavalense",0.760973053622016
"Butyric acid.Bilophila.wadsworthia.St_Abundance",-0.390173473584926,0.832879256491144,43,-0.468463430376087,0.64181939245916,"Butyric acid","St_Abundance","Bilophila.wadsworthia",0.722699341826251
"Butyric acid.Proteus.mirabilis.St_Abundance",-2.04357951332369,1.58971927106668,43,-1.28549710034808,0.205499018045866,"Butyric acid","St_Abundance","Proteus.mirabilis",0.299434332376135
"Butyric acid.Escherichia.coli.St_Abundance",-0.998602474085779,0.332621618672616,43,-3.00221758907576,0.00445151309576006,"Butyric acid","St_Abundance","Escherichia.coli",0.0142653448896899
"Butyric acid.X.Clostridium..aldenense.St_Abundance",0.869262155254528,0.615850972711234,43,1.4114813384603,0.165298013852645,"Butyric acid","St_Abundance","X.Clostridium..aldenense",0.251069779227065
"Butyric acid.X.Clostridium..clostridioforme.St_Abundance",1.17827008552349,0.702940300764303,43,1.67620220983541,0.100955783058253,"Butyric acid","St_Abundance","X.Clostridium..clostridioforme",0.174932003402662
"Butyric acid.Morganella.morganii.St_Abundance",-5.12236215382099,1.20275360635235,43,-4.25886243596959,0.000109622818418326,"Butyric acid","St_Abundance","Morganella.morganii",0.000365881325680352
"Butyric acid.Fusobacterium.nucleatum.St_Abundance",0.701098804586574,0.797512845733514,43,0.879106597890266,0.384229870285418,"Butyric acid","St_Abundance","Fusobacterium.nucleatum",0.493484297111555
"Butyric acid.Citrobacter.amalonaticus.St_Abundance",1.08002438385198,0.88082935034187,43,1.22614486385222,0.226816748539129,"Butyric acid","St_Abundance","Citrobacter.amalonaticus",0.324100709405438
"Butyric acid.X.Clostridium..bolteae.St_Abundance",-0.326578664024327,1.03491865494979,43,-0.315559742268024,0.753863196006912,"Butyric acid","St_Abundance","X.Clostridium..bolteae",0.811990783909797
"Butyric acid.Veillonella.parvula.St_Abundance",-0.418256272145999,0.738368573806495,43,-0.566460013309846,0.574026003370462,"Butyric acid","St_Abundance","Veillonella.parvula",0.666503876827449
"Butyric acid.Lachnospiraceae.bacterium.CAG.364.St_Abundance",0.890112223827604,0.693233822866603,43,1.28399999317241,0.206017553209074,"Butyric acid","St_Abundance","Lachnospiraceae.bacterium.CAG.364",0.299948292760737
"Butyric acid.Enterococcus.casseliflavus.St_Abundance",1.74498913132864,2.27081822547514,43,0.76844069320587,0.446425399978891,"Butyric acid","St_Abundance","Enterococcus.casseliflavus",0.557530927553892
"Butyric acid.Flavonifractor.plautii.St_Abundance",1.64499124101853,1.27409764134285,43,1.29110296388648,0.20356610195557,"Butyric acid","St_Abundance","Flavonifractor.plautii",0.297456444618438
"Butyric acid.Hungatella.sp..MP355B12.St_Abundance",1.26279500270757,1.46798904449169,43,0.860220999227433,0.39443819463174,"Butyric acid","St_Abundance","Hungatella.sp..MP355B12",0.503023400838081
"Butyric acid.Dialister.invisus.St_Abundance",2.31054064699645,2.05149335648448,43,1.12627254662715,0.266296744596652,"Butyric acid","St_Abundance","Dialister.invisus",0.365778899753488
"Butyric acid.Hungatella.sp..MP68H3.St_Abundance",0.856667782919588,1.80705417415844,43,0.474068677724366,0.637849410655498,"Butyric acid","St_Abundance","Hungatella.sp..MP68H3",0.719818829616841
"Butyric acid.Hungatella.sp..MP42C12.St_Abundance",1.12010605664781,3.93892501085404,43,0.28436846438083,0.777493002611588,"Butyric acid","St_Abundance","Hungatella.sp..MP42C12",0.828562498806693
"Butyric acid.Hungatella.sp..MP42A4.St_Abundance",0.353421894936062,0.995857133097916,43,0.354892165944161,0.724405164082211,"Butyric acid","St_Abundance","Hungatella.sp..MP42A4",0.789427073388386
"Butyric acid.Bifidobacterium.dentium.St_Abundance",1.1472637030183,0.46865062923608,43,2.44801485679938,0.0185210152186294,"Butyric acid","St_Abundance","Bifidobacterium.dentium",0.0486277453272869
"Butyric acid.Dialister.invisus.CAG.218.St_Abundance",2.11907349542661,2.15919329165227,43,0.981419080736879,0.331876012802066,"Butyric acid","St_Abundance","Dialister.invisus.CAG.218",0.438061807485543
"Butyric acid.Klebsiella.pneumoniae.St_Abundance",-0.248811576752707,0.254753174728908,43,-0.976677040501956,0.334191998801442,"Butyric acid","St_Abundance","Klebsiella.pneumoniae",0.440636534862834
"Butyric acid.X.Clostridium..spiroforme.St_Abundance",7.0307468383258,5.51917831054668,43,1.27387564646908,0.209550049958677,"Butyric acid","St_Abundance","X.Clostridium..spiroforme",0.30460107703917
"Butyric acid.Campylobacter.curvus.St_Abundance",-0.803635787927524,1.38643395655363,43,-0.579642314824131,0.56518065613019,"Butyric acid","St_Abundance","Campylobacter.curvus",0.661327171370966
"Butyric acid.Ruthenibacterium.lactatiformans.St_Abundance",1.19765773948465,2.29174121347666,43,0.522597286483212,0.603936858063302,"Butyric acid","St_Abundance","Ruthenibacterium.lactatiformans",0.691469478630705
"Butyric acid.Hungatella.hathewayi.St_Abundance",0.572949040630369,0.642711625025151,43,0.89145585410556,0.377645980352625,"Butyric acid","St_Abundance","Hungatella.hathewayi",0.487256469563389
"Butyric acid.Ruminococcaceae.bacterium.cv2.St_Abundance",3.01309431968758,2.61700061289905,43,1.151354074904,0.255948496805564,"Butyric acid","St_Abundance","Ruminococcaceae.bacterium.cv2",0.354933561304152
"Butyric acid.Enterococcus.faecium.St_Abundance",2.13059467845888,1.43497698526028,43,1.48475878034548,0.144902235784728,"Butyric acid","St_Abundance","Enterococcus.faecium",0.223837738696375
"Butyric acid.Ruthenibacterium.sp..VE800.03.St_Abundance",0.471948609318458,2.38883576719621,43,0.197564276204884,0.844316961109748,"Butyric acid","St_Abundance","Ruthenibacterium.sp..VE800.03",0.879990041292183
"Butyric acid.Citrobacter.freundii.St_Abundance",-2.05939731323318,0.651174864831801,43,-3.16258723187223,0.00286672818784142,"Butyric acid","St_Abundance","Citrobacter.freundii",0.00932456305053654
"Butyric acid.Subdoligranulum.sp..MP158A7.St_Abundance",-0.226452213586846,2.49264698942757,43,-0.0908480882159933,0.928035187106858,"Butyric acid","St_Abundance","Subdoligranulum.sp..MP158A7",0.943765950411995
"Butyric acid.Lactococcus.lactis.St_Abundance",-0.0126925201698486,3.34298449611728,43,-0.00379676309734323,0.996988188736684,"Butyric acid","St_Abundance","Lactococcus.lactis",0.997539620257003
"Butyric acid.Lactobacillus.paragasseri.St_Abundance",-3.2473035077043,1.77056313670813,43,-1.83405123510125,0.073572646207808,"Butyric acid","St_Abundance","Lactobacillus.paragasseri",0.138283545070892
"Butyric acid.Erysipelatoclostridium.sp..MP572A05.St_Abundance",3.08906354753761,3.46606355936732,43,0.891231073702953,0.3777651733348,"Butyric acid","St_Abundance","Erysipelatoclostridium.sp..MP572A05",0.487256469563389
"Butyric acid.Enterobacter.cloacae.St_Abundance",-1.13727179381957,0.914653697918375,43,-1.24339058203979,0.220460599249565,"Butyric acid","St_Abundance","Enterobacter.cloacae",0.317939874506043
"Butyric acid.Romboutsia.sp..MP232A8.St_Abundance",-0.0963309160864763,3.40350962815502,43,-0.0283034063690002,0.977551118955132,"Butyric acid","St_Abundance","Romboutsia.sp..MP232A8",0.982711850063814
"Butyric acid.Faecalibacterium.prausnitzii.St_Abundance",0.822848501759781,1.16876871024952,43,0.704030228174151,0.485209326905459,"Butyric acid","St_Abundance","Faecalibacterium.prausnitzii",0.592069930773677
"Butyric acid.Streptococcus.salivarius.St_Abundance",0.561995533436354,2.23206227663428,43,0.251783088366058,0.802408246869437,"Butyric acid","St_Abundance","Streptococcus.salivarius",0.847624244430255
"Butyric acid.Klebsiella.oxytoca.St_Abundance",-0.589895318433874,0.37128506575953,43,-1.58879355200333,0.119433724756994,"Butyric acid","St_Abundance","Klebsiella.oxytoca",0.194207288166653
"Butyric acid.Streptococcus.thermophilus.St_Abundance",-0.416579755105861,0.979293676910856,43,-0.425387975974628,0.67267533305521,"Butyric acid","St_Abundance","Streptococcus.thermophilus",0.745859440696827
"Butyric acid.Lactobacillus.rhamnosus.St_Abundance",-2.36420341836489,0.565981815582932,43,-4.17717204558928,0.000141568441340422,"Butyric acid","St_Abundance","Lactobacillus.rhamnosus",0.000472068774902901
"Butyric acid.Actinomyces.graevenitzii.St_Abundance",-31.8535327740675,13.3232501354699,43,-2.39082299365268,0.0212599002998818,"Butyric acid","St_Abundance","Actinomyces.graevenitzii",0.0535511078797142
"Butyric acid.Actinomyces.sp..HPA0247.St_Abundance",-3.06321056159238,5.78308890957326,43,-0.529684154867751,0.599055320243613,"Butyric acid","St_Abundance","Actinomyces.sp..HPA0247",0.68716722387573
"Butyric acid.Actinomyces.oris.St_Abundance",-4.49124958326431,9.44586198028545,43,-0.475472708857915,0.636856664985042,"Butyric acid","St_Abundance","Actinomyces.oris",0.719147132932548
"Butyric acid.Actinomyces.naeslundii.St_Abundance",-5.95131434605409,7.54454532304423,43,-0.788823460026977,0.434542962603374,"Butyric acid","St_Abundance","Actinomyces.naeslundii",0.545884327345608
"Butyric acid.Saccharomyces.cerevisiae.St_Abundance",-1.54640832210069,5.96585929247626,43,-0.259209653846666,0.796710427064168,"Butyric acid","St_Abundance","Saccharomyces.cerevisiae",0.844069787735918
"Butyric acid.Rothia.mucilaginosa.St_Abundance",1.22836472042627,5.71791333351482,43,0.214827446443857,0.830917473811162,"Butyric acid","St_Abundance","Rothia.mucilaginosa",0.870370416979961
"Butyric acid.Clostridium.sp..C105KSO14.St_Abundance",0.428908126823413,1.23725797338336,43,0.346660224504786,0.730537353092821,"Butyric acid","St_Abundance","Clostridium.sp..C105KSO14",0.793957387650895
"Butyric acid.Roseburia.intestinalis.St_Abundance",1.42753082056779,0.780559839259045,43,1.82885507140988,0.0743623077821868,"Butyric acid","St_Abundance","Roseburia.intestinalis",0.138968403696256
"Butyric acid.Blautia.sp..VE303.05.St_Abundance",1.02091189468291,0.469924383940067,43,2.17250249098186,0.0353757533385177,"Butyric acid","St_Abundance","Blautia.sp..VE303.05",0.0810059972017449
"Butyric acid.Anaerotruncus.colihominis.St_Abundance",1.16570509381319,3.43721585436226,43,0.339142242793323,0.736153327311697,"Butyric acid","St_Abundance","Anaerotruncus.colihominis",0.796968104617817
"Butyric acid.Eggerthella.lenta.St_Abundance",-0.964195709923759,3.01312688638328,43,-0.319998375866973,0.750519303226314,"Butyric acid","St_Abundance","Eggerthella.lenta",0.808870669965089
"Butyric acid.Roseburia.inulinivorans.St_Abundance",2.40643143299728,1.75795497254774,43,1.36888115485104,0.17814523967894,"Butyric acid","St_Abundance","Roseburia.inulinivorans",0.266084747744208
"Butyric acid.Roseburia.intestinalis.CAG.13.St_Abundance",1.98926197703367,1.35483009357338,43,1.46827413006967,0.149307466025618,"Butyric acid","St_Abundance","Roseburia.intestinalis.CAG.13",0.229772187188722
"Butyric acid.X.Clostridium..symbiosum.St_Abundance",0.574723661271972,0.495709103702895,43,1.15939702736715,0.252692134319708,"Butyric acid","St_Abundance","X.Clostridium..symbiosum",0.351140754654291
"Butyric acid.Clostridioides.difficile.St_Abundance",0.914789090929149,0.566168206781762,43,1.61575496464034,0.113461786687996,"Butyric acid","St_Abundance","Clostridioides.difficile",0.189227758725842
"Butyric acid.Blautia.producta.St_Abundance",1.30224984339348,1.20066931951492,43,1.08460324772819,0.284141194723868,"Butyric acid","St_Abundance","Blautia.producta",0.385460383393683
"Butyric acid.Actinomyces.sp..ICM47.St_Abundance",2.03902888534344,8.79965431848689,43,0.2317169301821,0.817857073670497,"Butyric acid","St_Abundance","Actinomyces.sp..ICM47",0.859676610267245
"Butyric acid.Blautia.coccoides.St_Abundance",0.548402003606651,1.21636783763778,43,0.450852107921286,0.654361509067044,"Butyric acid","St_Abundance","Blautia.coccoides",0.73169903352535
"Butyric acid.Lachnoclostridium.sp..MP625H6_ig1.St_Abundance",2.77501110148255,4.03039712533104,43,0.688520514279253,0.494823205310289,"Butyric acid","St_Abundance","Lachnoclostridium.sp..MP625H6_ig1",0.601569340326823
"Butyric acid.Lachnoclostridium.sp..MP403G7.St_Abundance",2.30634161327007,3.6901643112803,43,0.624996997076775,0.535275802257428,"Butyric acid","St_Abundance","Lachnoclostridium.sp..MP403G7",0.637677923137101
"Butyric acid.Lachnospiraceae.bacterium.7_1_58FAA.St_Abundance",0.339715763597651,0.588432592842067,43,0.577323159407026,0.566731886807403,"Butyric acid","St_Abundance","Lachnospiraceae.bacterium.7_1_58FAA",0.662927890872675
"Butyric acid.Roseburia.inulinivorans.CAG.15.St_Abundance",2.49689867402587,1.88895730391545,43,1.32183965664564,0.19321091493479,"Butyric acid","St_Abundance","Roseburia.inulinivorans.CAG.15",0.284624222408009
"Butyric acid.Lachnoclostridium.sp..MP625H7_ig1.St_Abundance",0.610830570773463,1.97203948014733,43,0.309745609518847,0.758250565438924,"Butyric acid","St_Abundance","Lachnoclostridium.sp..MP625H7_ig1",0.815017987450395
"Butyric acid.Anaeromassilibacillus.sp..An250.St_Abundance",-1.25613436099384,2.30116852672279,43,-0.545868043303533,0.587977613296089,"Butyric acid","St_Abundance","Anaeromassilibacillus.sp..An250",0.678565551803908
"Butyric acid.Absiella.sp..VE303.07.St_Abundance",2.27303779248414,0.491305238064297,43,4.62652871652606,3.4045483151815e-05,"Butyric acid","St_Abundance","Absiella.sp..VE303.07",0.00011405236855858
"Butyric acid.Lachnoclostridium.sp..VE303.01.St_Abundance",2.44866728692507,1.60015381890517,43,1.53026993904902,0.133274172012967,"Butyric acid","St_Abundance","Lachnoclostridium.sp..VE303.01",0.209372971924843
"Butyric acid.Tyzzerella.sp..MP10F1re.St_Abundance",0.706765403730777,0.603155602589095,43,1.17177955522079,0.24773740025649,"Butyric acid","St_Abundance","Tyzzerella.sp..MP10F1re",0.346602441658152
"Butyric acid.Anaerostipes.caccae.St_Abundance",0.759736134356562,0.866344850712007,43,0.87694424885445,0.385390143827652,"Butyric acid","St_Abundance","Anaerostipes.caccae",0.494447354740583
"Butyric acid.X.Ruminococcus..gnavus.St_Abundance",0.895548392134304,1.32386783167738,43,0.676463594556581,0.502369060586329,"Butyric acid","St_Abundance","X.Ruminococcus..gnavus",0.607511892313555
"Butyric acid.X.Ruminococcus..gnavus.CAG.126.St_Abundance",0.366297490530277,1.26857657209615,43,0.288746851067114,0.77416256942175,"Butyric acid","St_Abundance","X.Ruminococcus..gnavus.CAG.126",0.825521806720031
"Butyric acid.Blautia.sp..HF29.St_Abundance",-0.15318194360537,0.974013135231567,43,-0.15726886842132,0.875769114312253,"Butyric acid","St_Abundance","Blautia.sp..HF29",0.902458745537377
"Butyric acid.X.Clostridium..citroniae.St_Abundance",-0.135010356384321,1.37579394929546,43,-0.0981326865505258,0.922282956461578,"Butyric acid","St_Abundance","X.Clostridium..citroniae",0.93907938235172
"Butyric acid.Clostridia.bacterium.UC5.1.2G4.St_Abundance",2.25819675151312,1.43920897367144,43,1.56905410737708,0.123965682520831,"Butyric acid","St_Abundance","Clostridia.bacterium.UC5.1.2G4",0.198983069813828
"Butyric acid.Blautia.sp..HF21_ig1.St_Abundance",0.519279097540391,0.640214026588895,43,0.811102343863264,0.421773856414732,"Butyric acid","St_Abundance","Blautia.sp..HF21_ig1",0.532500989100705
"Butyric acid.Tyzzerella.nexilis.St_Abundance",1.15379203094391,2.13390929258308,43,0.540694037443015,0.591508497749492,"Butyric acid","St_Abundance","Tyzzerella.nexilis",0.68133643580314
"Butyric acid.Hungatella.sp..MP558G09.St_Abundance",0.434803091874449,2.68724457620337,43,0.161802574921838,0.872219225572054,"Butyric acid","St_Abundance","Hungatella.sp..MP558G09",0.900596220924569
"Butyric acid.X.Ruminococcus..sp..HK31.St_Abundance",1.50264527422104,2.30709174562933,43,0.651315786235082,0.518308552945986,"Butyric acid","St_Abundance","X.Ruminococcus..sp..HK31",0.623003436730425
"Butyric acid.Fusicatenibacter.saccharivorans.St_Abundance",0.390755393881974,2.02355345151505,43,0.193103569164142,0.847787080520696,"Butyric acid","St_Abundance","Fusicatenibacter.saccharivorans",0.881659573821178
"Butyric acid.Blautia.sp..HK34.St_Abundance",-0.600677973386099,1.38241162235475,43,-0.434514556788031,0.666087610744419,"Butyric acid","St_Abundance","Blautia.sp..HK34",0.739587351254058
"Butyric acid.Blautia.sp..MP87G3.St_Abundance",0.910627108525048,1.554910057101,43,0.585646162854483,0.561174659784914,"Butyric acid","St_Abundance","Blautia.sp..MP87G3",0.658595349314526
"Butyric acid.Anaerotruncus.sp..VE303.02.St_Abundance",0.967260647613317,0.480565174863005,43,2.01275643389901,0.0504291300075282,"Butyric acid","St_Abundance","Anaerotruncus.sp..VE303.02",0.106324354526362
"Butyric acid.Absiella.sp..MP634G1_ig1.St_Abundance",-0.393977490134716,0.972096676358787,43,-0.405286325646591,0.687276498446437,"Butyric acid","St_Abundance","Absiella.sp..MP634G1_ig1",0.758629167495821
"Butyric acid.Erysipelotrichaceae.bacterium.6_1_45.St_Abundance",1.72806416202343,0.940252258547984,43,1.83787291794656,0.0729964046983919,"Butyric acid","St_Abundance","Erysipelotrichaceae.bacterium.6_1_45",0.137939521939277
"Butyric acid.X.Ruminococcus..sp..MP10A9.St_Abundance",0.574356625273156,1.45072849583781,43,0.39590910836935,0.69412974651642,"Butyric acid","St_Abundance","X.Ruminococcus..sp..MP10A9",0.763796053192338
"Butyric acid.Intestinibacter.sp..MP113D11.St_Abundance",1.16634475015406,0.793320880017533,43,1.47020553666542,0.148785922083704,"Butyric acid","St_Abundance","Intestinibacter.sp..MP113D11",0.229262123551466
"Butyric acid.Megasphaera.micronuciformis.St_Abundance",-0.666482509521601,1.25179493638818,43,-0.532421477470272,0.597174780994906,"Butyric acid","St_Abundance","Megasphaera.micronuciformis",0.685680215055402
"Butyric acid.Veillonella.sp..oral.taxon.158.St_Abundance",-3.90688295707849,2.80283044280333,43,-1.39390628038524,0.170508049448677,"Butyric acid","St_Abundance","Veillonella.sp..oral.taxon.158",0.257255263930489
"Butyric acid.Veillonella.rogosae.St_Abundance",-3.29751884238467,2.77711749220872,43,-1.18738902896112,0.241592244378459,"Butyric acid","St_Abundance","Veillonella.rogosae",0.340374120000492
"Butyric acid.Raoultella.ornithinolytica.St_Abundance",0.140283263507634,2.35225106569686,43,0.0596378786063278,0.952720361171893,"Butyric acid","St_Abundance","Raoultella.ornithinolytica",0.963640555415127
"Butyric acid.Haemophilus.parainfluenzae.St_Abundance",6.27993095320301,1.89774712540662,43,3.30915055495471,0.00189905686456887,"Butyric acid","St_Abundance","Haemophilus.parainfluenzae",0.00621228547559692
"Butyric acid.Lactobacillus.plantarum.St_Abundance",-1.74938143942068,0.716185642483667,43,-2.44263684671754,0.0187642391834232,"Butyric acid","St_Abundance","Lactobacillus.plantarum",0.049088226583966
"Butyric acid.Clostridium.neonatale.St_Abundance",-0.728823969745556,1.85542636650008,43,-0.392806733214828,0.696402833875889,"Butyric acid","St_Abundance","Clostridium.neonatale",0.765366176477207
"Butyric acid.Sellimonas.sp..VE303.03.St_Abundance",1.37709608153561,1.01893943361992,43,1.35149944746303,0.183603065674115,"Butyric acid","St_Abundance","Sellimonas.sp..VE303.03",0.273027493468536
"Butyric acid.Veillonella.sp..HF34.St_Abundance",1.2455967354132,1.30032986987369,43,0.95790826948718,0.34346415448231,"Butyric acid","St_Abundance","Veillonella.sp..HF34",0.451053833363701
"Butyric acid.X.Clostridium..sp..VE303.04.St_Abundance",0.570898201058802,0.500344245954484,43,1.14101082539627,0.26018039661461,"Butyric acid","St_Abundance","X.Clostridium..sp..VE303.04",0.359290952286147
"Butyric acid.Bifidobacterium.longum.St_Abundance",0.295139376836229,0.699788578086746,43,0.421755064426964,0.675304921961593,"Butyric acid","St_Abundance","Bifidobacterium.longum",0.748087326288133
"Butyric acid.Veillonella.atypica.St_Abundance",0.288300044216126,1.01808573458011,43,0.283178552084349,0.778398847882256,"Butyric acid","St_Abundance","Veillonella.atypica",0.829039455884016
"Butyric acid.Streptococcus.parasanguinis.St_Abundance",-0.52138981473194,2.61218938263876,43,-0.199598780317087,0.842735292217651,"Butyric acid","St_Abundance","Streptococcus.parasanguinis",0.878679045315118
"Butyric acid.Veillonella.sp..MP19D1_02.09.St_Abundance",-1.57349568592192,1.17228237136857,43,-1.34224972101641,0.186559272113424,"Butyric acid","St_Abundance","Veillonella.sp..MP19D1_02.09",0.276707335505124
"Butyric acid.Blautia.sp..MP351A5.St_Abundance",0.911613646845051,1.64663951759829,43,0.553620654127559,0.582705979138758,"Butyric acid","St_Abundance","Blautia.sp..MP351A5",0.673553450249176
"Butyric acid.Lactobacillus.fermentum.St_Abundance",-2.10029195174795,1.22259987816184,43,-1.7178898748998,0.0930110728235692,"Butyric acid","St_Abundance","Lactobacillus.fermentum",0.164602473409935
"Butyric acid.Streptomyces.flaveus.St_Abundance",10.4002890717614,13.1101708638749,43,0.793299277312966,0.431959254313723,"Butyric acid","St_Abundance","Streptomyces.flaveus",0.543403540371019
"Butyric acid.Pediococcus.acidilactici.St_Abundance",-3.13435879339873,1.43419306876305,43,-2.18545108163299,0.0343502152308618,"Butyric acid","St_Abundance","Pediococcus.acidilactici",0.0789574832943188
"Butyric acid.Lactobacillus.casei.St_Abundance",-52.9324832076334,9.73646216374429,43,-5.43652122479748,2.39732383258187e-06,"Butyric acid","St_Abundance","Lactobacillus.casei",8.06088998725018e-06
"Butyric acid.Bifidobacterium.breve.St_Abundance",-0.575009490862443,0.974653910976777,43,-0.589962738964624,0.558303290477106,"Butyric acid","St_Abundance","Bifidobacterium.breve",0.657432300990862
"Butyric acid.Lachnoclostridium.sp..MP429E6.St_Abundance",1.60993781175447,0.918397206747562,43,1.75298639839722,0.0867316937601624,"Butyric acid","St_Abundance","Lachnoclostridium.sp..MP429E6",0.15580698511632
"Butyric acid.Veillonella.dispar.St_Abundance",-5.75631789358469,2.94386329437969,43,-1.9553618215134,0.0570592075455944,"Butyric acid","St_Abundance","Veillonella.dispar",0.116501248814876
"Butyric acid.Veillonella.infantium.St_Abundance",-4.25867073628717,3.22693651711878,43,-1.31972560157136,0.193910068049212,"Butyric acid","St_Abundance","Veillonella.infantium",0.285305663359922
"Butyric acid.Blautia.sp..MP624D4_ig1.St_Abundance",1.11949166262161,1.37377608786337,43,0.814901112715354,0.419619540572546,"Butyric acid","St_Abundance","Blautia.sp..MP624D4_ig1",0.530833390836179
"Butyric acid.Sutterella.wadsworthensis.St_Abundance",0.452855513442097,0.517830315765471,43,0.874524916086988,0.386690933884841,"Butyric acid","St_Abundance","Sutterella.wadsworthensis",0.495940375326252
"Butyric acid.Bacteroides.fragilis.St_Abundance",0.118821659741037,0.427206329468601,43,0.27813646836375,0.782240683558498,"Butyric acid","St_Abundance","Bacteroides.fragilis",0.83190675870507
"Butyric acid.Flavonifractor.sp..VE303.08.St_Abundance",1.15798708970874,0.487119639505076,43,2.37721289760617,0.0219632772968354,"Butyric acid","St_Abundance","Flavonifractor.sp..VE303.08",0.0547934678573907
"Butyric acid.Streptococcus.mutans.St_Abundance",0.27260403163727,5.48250034311958,43,0.0497225744781542,0.960573715925782,"Butyric acid","St_Abundance","Streptococcus.mutans",0.970498660770589
"Butyric acid.Blautia.sp..HF17.St_Abundance",0.357169028100768,1.05113973473576,43,0.339792147797129,0.73566726282489,"Butyric acid","St_Abundance","Blautia.sp..HF17",0.796968104617817
"Butyric acid.Blautia.sp..CAG.257.St_Abundance",0.311180996068157,2.27170455098077,43,0.136981279512695,0.891684966366133,"Butyric acid","St_Abundance","Blautia.sp..CAG.257",0.916249988160372
"Butyric acid.Eggerthella.sp..MP163B1.St_Abundance",-0.0873299173468838,3.14489834426934,43,-0.0277687568203968,0.97797506429914,"Butyric acid","St_Abundance","Eggerthella.sp..MP163B1",0.982864939620636
"Butyric acid.Anaerostipes.sp..MP172A5.St_Abundance",0.763295306703467,3.14439289654113,43,0.242748069919348,0.809354768752979,"Butyric acid","St_Abundance","Anaerostipes.sp..MP172A5",0.852969866981729
"Butyric acid.Streptococcus.sp..MP628A10_ig1.St_Abundance",0.179330170735239,1.83881795526109,43,0.0975247007035979,0.92276289153903,"Butyric acid","St_Abundance","Streptococcus.sp..MP628A10_ig1",0.93907938235172
"Butyric acid.Streptococcus.sp..MP494C11.St_Abundance",0.0629661777544698,1.7975830595498,43,0.0350282438521865,0.97221932352651,"Butyric acid","St_Abundance","Streptococcus.sp..MP494C11",0.979802092623653
"Butyric acid.Blautia.hominis.St_Abundance",0.463922919716735,1.83250906193239,43,0.253162687898267,0.801348955588975,"Butyric acid","St_Abundance","Blautia.hominis",0.846999860158023
"Butyric acid.Blautia.marasmi.St_Abundance",0.583487121132732,1.86355181397648,43,0.313104855339481,0.755714670583551,"Butyric acid","St_Abundance","Blautia.marasmi",0.813258678813589
"Butyric acid.Blautia.sp..MP87F8_2.St_Abundance",0.118311780034421,4.32426173176599,43,0.0273599951560064,0.97829919237716,"Butyric acid","St_Abundance","Blautia.sp..MP87F8_2",0.982917655656919
"Butyric acid.Lactobacillus.paracasei.St_Abundance",-1.89055053005714,1.67002041420769,43,-1.1320523473685,0.263886038988777,"Butyric acid","St_Abundance","Lactobacillus.paracasei",0.363361969570777
"Butyric acid.Klebsiella.michiganensis.St_Abundance",-1.96544941619793,0.360439439314996,43,-5.4529255176215,2.2702068435224e-06,"Butyric acid","St_Abundance","Klebsiella.michiganensis",7.64056591615258e-06
"Butyric acid.Parabacteroides.distasonis.St_Abundance",0.407040144068636,0.57194546827774,43,0.711676491282163,0.480508498460459,"Butyric acid","St_Abundance","Parabacteroides.distasonis",0.589194443324867
"Butyric acid.Bifidobacterium.animalis.St_Abundance",3.07381123442496,1.5598276400962,43,1.97060954390793,0.055228366492169,"Butyric acid","St_Abundance","Bifidobacterium.animalis",0.113531948845834
"Butyric acid.Parasutterella.excrementihominis.St_Abundance",0.500055687919693,1.06700869260671,43,0.468651934501165,0.641685708984993,"Butyric acid","St_Abundance","Parasutterella.excrementihominis",0.722699341826251
"Butyric acid.Burkholderiales.bacterium.1_1_47.St_Abundance",-0.391705362915352,1.10072347909309,43,-0.355861731266137,0.72368410373948,"Butyric acid","St_Abundance","Burkholderiales.bacterium.1_1_47",0.788878905492449
