feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Intestinimonas	rec.TRT.combined	Placebo Bad	0.358210363834749	0.327190831389104	202	202	0.276528477743973	0.631724539673732
Clostridioides	Abx.group_joined	Vanco_Metro	0.69307050727306	0.639900988005376	202	202	0.282448258058295	0.63718395795987
Gemmiger	rec.TRT.combined	VE303 Dosed Good	0.365129065146778	0.336886439725253	202	202	0.281567133498769	0.63718395795987
Lactobacillus	rec.TRT.combined	Placebo Bad	-1.42778602037248	1.31982876930841	202	202	0.28252496249164	0.63718395795987
Colibacter	rec.TRT.combined	Placebo Bad	-0.926011172131981	0.862255105583666	202	202	0.286278342542355	0.637612820112146
Eubacterium	rec.TRT.combined	VE303 Dosed Good	0.711463067197231	0.662719439538857	202	202	0.286162558803065	0.637612820112146
Harryflintia	Abx.group_joined	Vanco_Metro	0.289756784058269	0.269165009955382	202	202	0.286324247522058	0.637612820112146
Acidaminococcus	VE303	VE303	0.0860814276575007	0.0810027470011765	202	202	0.289876765258047	0.637788570392791
Rothia	rec.TRT.combined	Placebo Good	-0.563829269952264	0.528932621229084	202	202	0.290013293329552	0.637788570392791
shannon_diversity	rec.TRT.combined	Placebo Bad	0.203793266110879	0.190603021786984	202	202	0.289119784231478	0.637788570392791
Lachnotalea	rec.TRT.combined	Placebo Good	0.460871538477521	0.43718876831609	202	202	0.295025160228859	0.646129483145848
shannon_diversity	rec.TRT.combined	Placebo Good	0.18044590385257	0.174972771582573	202	202	0.306437929287499	0.668362561820472
Cloacibacillus	VE303	VE303	-0.00720917507121369	0.0071462035352119	202	202	0.315025880650926	0.680345053096852
Ruthenibacterium	Abx.group_joined	Vanco_Metro	-0.275491587974661	0.272656915899066	202	202	0.31578279822986	0.680345053096852
Solobacterium	VE303	VE303	-0.0424836657715748	0.0420153965983632	202	202	0.313477731329178	0.680345053096852
Drancourtella	Abx.group_joined	Vanco_Metro	-0.285559720514736	0.284471268497478	202	202	0.318748133964073	0.681195608874834
Robinsoniella	Abx.group_joined	Vanco_Metro	0.251886567777885	0.250741196361678	202	202	0.318401258278961	0.681195608874834
Intestinibacter	rec.TRT.combined	VE303 Dosed Good	0.599317478305126	0.600177427764024	202	202	0.320796168932305	0.682819154755509
Pyramidobacter	rec.TRT.combined	Placebo Good	-0.416406644333269	0.346936348776188	202	202	0.323221432579631	0.685229437068818
Intestinimonas	Abx.group_joined	Vanco_Metro	0.191954220328802	0.194774273466004	202	202	0.327827399248112	0.689478260323411
Merdimonas	rec.TRT.combined	Placebo Good	0.347174681156709	0.35225551353019	202	202	0.327525785042164	0.689478260323411
Selenomonas	VE303	VE303	-0.0895803344630981	0.0923153273617743	202	202	0.333583007494572	0.698810252854242
Anaeromassilibacillus	Abx.group_joined	Vanco_Metro	-0.307695533261216	0.319020706097344	202	202	0.337947523458559	0.70241380432805
Gemmiger	VE303	VE303	0.0727154277684776	0.0760550630856175	202	202	0.340604429645866	0.70241380432805
Parabacteroides	VE303	VE303	0.169700938997621	0.177422558162845	202	202	0.340580386985231	0.70241380432805
Tyzzerella	rec.TRT.combined	Placebo Bad	0.752142685805903	0.782000572363433	202	202	0.338731202207679	0.70241380432805
Acidaminococcus	rec.TRT.combined	Placebo Bad	0.762206605322017	0.810907368977492	202	202	0.350273461823718	0.707354133573552
Anaerostipes	rec.TRT.combined	Placebo Good	0.650686733976621	0.696953361779679	202	202	0.352995643624837	0.707354133573552
Bifidobacterium	Abx.group_joined	Vanco_Metro	-0.759130220254295	0.803762958360389	202	202	0.348144672429349	0.707354133573552
Emergencia	VE303	VE303	0.0648730690145833	0.0684985007692989	202	202	0.344942211820924	0.707354133573552
Faecalibacterium	rec.TRT.combined	VE303 Dosed Good	0.409154530768091	0.435637118543317	202	202	0.350266904955414	0.707354133573552
Neglecta	VE303	VE303	0.0485148738225334	0.0523158173587673	202	202	0.355011697227481	0.707354133573552
Paenibacillus	rec.TRT.combined	Placebo Good	-0.283685311700858	0.304230762721039	202	202	0.353993876360826	0.707354133573552
Parabacteroides	rec.TRT.combined	Placebo Good	1.27975392855208	1.34942279943237	202	202	0.34605217814654	0.707354133573552
Prevotella	rec.TRT.combined	VE303 Dosed Good	0.921648231673882	0.98838838688555	202	202	0.353871249150675	0.707354133573552
Odoribacter	rec.TRT.combined	VE303 Dosed Good	0.325034969922826	0.350970940053731	202	202	0.357313179907253	0.709273353373947
Desulfovibrio	rec.TRT.combined	Placebo Bad	0.742500182748836	0.805924705665627	202	202	0.359855740142852	0.710608788413277
Pyramidobacter	rec.TRT.combined	Placebo Bad	-0.412417668558406	0.377142872003281	202	202	0.36066747940221	0.710608788413277
Metakosakonia	VE303	VE303	-0.0657966199333616	0.0719856511996342	202	202	0.362322270929593	0.711225198491424
Leuconostoc	Abx.group_joined	Vanco_Metro	0.145354214880535	0.160428643834459	202	202	0.368281268716222	0.720254879777113
Streptomyces	rec.TRT.combined	VE303 Dosed Good	0.185087036682624	0.205481865305146	202	202	0.370434484443654	0.721802488070355
Dielma	rec.TRT.combined	VE303 Dosed Good	0.230888167512631	0.263305945382461	202	202	0.383266121561349	0.744069759807747
Sutterella	rec.TRT.combined	Placebo Bad	1.45402954522342	1.66286575372405	202	202	0.384782000872088	0.744286352051849
Bifidobacterium	rec.TRT.combined	Placebo Bad	1.1170881479675	1.28335357108098	202	202	0.386557818076812	0.745002340293492
Acidaminococcus	rec.TRT.combined	VE303 Dosed Good	0.508408066386005	0.587597085406191	202	202	0.389675626672378	0.746555617786116
Turicibacter	Abx.group_joined	Vanco_Metro	0.17875125854172	0.206724862051917	202	202	0.39018095495614	0.746555617786116
Morganella	rec.TRT.combined	VE303 Dosed Good	-0.635371327907666	0.738269445092152	202	202	0.392169512677889	0.747661301148493
Desulfovibrio	Abx.group_joined	Vanco_Metro	0.448733670798669	0.526903418898672	202	202	0.397225344108292	0.747673150455229
Hungatella	rec.TRT.combined	Placebo Good	0.881227782008328	1.04362360662412	202	202	0.40088230925445	0.747673150455229
Oscillibacter	VE303	VE303	0.0369265596153631	0.0433091930826226	202	202	0.395298647276658	0.747673150455229
Pseudoflavonifractor	Abx.group_joined	Vanco_Metro	0.299545403172986	0.349216614686732	202	202	0.393875847350635	0.747673150455229
Shigella	rec.TRT.combined	Placebo Good	-0.722565624455624	0.853933378135483	202	202	0.399983917077297	0.747673150455229
Subdoligranulum	rec.TRT.combined	VE303 Dosed Good	0.439107550412571	0.521367401181741	202	202	0.402050656376868	0.747673150455229
Sutterella	VE303	VE303	0.0525340873702159	0.0623943086803425	202	202	0.401412550798115	0.747673150455229
Coprobacillus	rec.TRT.combined	Placebo Good	0.509495089336843	0.608103923650048	202	202	0.404485448151251	0.749570935385185
Pseudoflavonifractor	rec.TRT.combined	Placebo Good	0.424750177229636	0.510633868756635	202	202	0.40788567809494	0.753238360245011
Raoultella	rec.TRT.combined	VE303 Dosed Good	0.48067639650227	0.579239672121692	202	202	0.409424785713466	0.753455334819921
Absiella	rec.TRT.combined	VE303 Dosed Good	0.181770791321417	0.221473146460929	202	202	0.414041381069881	0.75409598614102
Drancourtella	rec.TRT.combined	VE303 Dosed Good	0.264268987146373	0.321091297997021	202	202	0.412914290002167	0.75409598614102
Haemophilus	rec.TRT.combined	VE303 Dosed Good	0.410309820114607	0.497857626811185	202	202	0.412198611700765	0.75409598614102
Fournierella	rec.TRT.combined	VE303 Dosed Good	0.0979128084601138	0.120670396468566	202	202	0.419302524882279	0.761062802012356
Anaerotignum	Abx.group_joined	Vanco_Metro	-0.330645620293403	0.414026798212598	202	202	0.427116937776877	0.770693431452873
Bifidobacterium	rec.TRT.combined	Placebo Good	0.938535289724847	1.17703575502399	202	202	0.427516733673858	0.770693431452873
Negativibacillus	Abx.group_joined	Vanco_Metro	0.131421148516732	0.167668741294484	202	202	0.435972316283533	0.780884212650352
Streptomyces	rec.TRT.combined	Placebo Bad	-0.22213208609752	0.28381673267508	202	202	0.436116465933027	0.780884212650352
Streptococcus	rec.TRT.combined	Placebo Bad	0.774612424286591	0.993002482053621	202	202	0.437664765411392	0.781017931542214
Provencibacterium	rec.TRT.combined	Placebo Good	0.233077647472358	0.29960089288425	202	202	0.439173840153035	0.781080990876203
Faecalibacterium	VE303	VE303	0.0873732554055398	0.114953198287793	202	202	0.448376339347492	0.794780802187862
Gemmiger	Abx.group_joined	Vanco_Metro	-0.22095187013517	0.294860646558429	202	202	0.456029353261272	0.805353756036922
Monoglobus	rec.TRT.combined	VE303 Dosed Good	0.0780330177540507	0.104530036337881	202	202	0.457380152013422	0.805353756036922
Alistipes	VE303	VE303	0.0602283647023251	0.081509993998358	202	202	0.461309900168333	0.809583599633167
Dakarella	rec.TRT.combined	Placebo Good	0.354489875360491	0.481886302429285	202	202	0.464293111552769	0.810091116265524
Eisenbergiella	rec.TRT.combined	Placebo Good	0.259782238053246	0.353781037110493	202	202	0.464656036499471	0.810091116265524
Subdoligranulum	Abx.group_joined	Vanco_Metro	-0.326921413756814	0.449923829595669	202	202	0.469794999218833	0.816365080609775
Cloacibacillus	rec.TRT.combined	VE303 Dosed Good	0.250519236514402	0.349647886131664	202	202	0.476001960498587	0.817808352608839
Enterococcus	Abx.group_joined	Vanco_Metro	-0.492848061238978	0.686536819077079	202	202	0.475150348395589	0.817808352608839
Eubacterium	rec.TRT.combined	Placebo Bad	0.652940029427664	0.918754840568268	202	202	0.479216416624589	0.817808352608839
Gemmiger	rec.TRT.combined	Placebo Good	0.306714846189507	0.426945640101486	202	202	0.474517378108143	0.817808352608839
Harryflintia	rec.TRT.combined	Placebo Good	0.277711154215072	0.390824682197855	202	202	0.479883769172357	0.817808352608839
Rothia	rec.TRT.combined	VE303 Dosed Good	-0.298335611967318	0.417413252422697	202	202	0.477101402257575	0.817808352608839
Anaerotruncus	rec.TRT.combined	VE303 Dosed Good	0.164884046706183	0.238920623067701	202	202	0.491935963349944	0.817810531069925
Bilophila	rec.TRT.combined	VE303 Dosed Good	0.732291562805719	1.06355882901102	202	202	0.49331351858255	0.817810531069925
Coprococcus	rec.TRT.combined	Placebo Bad	0.399100087649826	0.582430131198749	202	202	0.495004294855388	0.817810531069925
Erysipelatoclostridium	rec.TRT.combined	VE303 Dosed Good	0.531581181134406	0.763322007302188	202	202	0.488150378338175	0.817810531069925
Faecalitalea	rec.TRT.combined	VE303 Dosed Good	-0.0917913129417841	0.131512110972508	202	202	0.487046753505298	0.817810531069925
Intestinibacter	Abx.group_joined	Vanco_Metro	0.358110732260774	0.509692160026821	202	202	0.484534615329247	0.817810531069925
Neglecta	rec.TRT.combined	VE303 Dosed Good	0.0945561217965521	0.138096421113112	202	202	0.495315434855558	0.817810531069925
Parasutterella	VE303	VE303	-0.0643704670877091	0.0927328401772737	202	202	0.488848638714063	0.817810531069925
Proteus	rec.TRT.combined	Placebo Bad	-0.830473956763856	1.18246685197877	202	202	0.484674904630404	0.817810531069925
Raoultella	rec.TRT.combined	Placebo Good	0.506680827135445	0.734976318411481	202	202	0.49279259082508	0.817810531069925
Selenomonas	rec.TRT.combined	Placebo Good	-0.457316072693885	0.670493211617914	202	202	0.497242678554562	0.818442918117757
Bilophila	rec.TRT.combined	Placebo Bad	-0.991199038887738	1.46830691830445	202	202	0.501782862441163	0.820817645351285
Dialister	VE303	VE303	-0.0825712667220243	0.122362091020568	202	202	0.500967792018598	0.820817645351285
Absiella	rec.TRT.combined	Placebo Good	0.18497440905795	0.28128086249092	202	202	0.512477519688615	0.820905949113357
Anaerotruncus	Abx.group_joined	Vanco_Metro	-0.129977486703869	0.200760230334322	202	202	0.519360254375538	0.820905949113357
Bacteroides	rec.TRT.combined	VE303 Dosed Good	0.901227499625064	1.34242198342347	202	202	0.503983491171607	0.820905949113357
Butyricicoccus	rec.TRT.combined	VE303 Dosed Good	0.181652776206362	0.273034400603641	202	202	0.507647716514184	0.820905949113357
Butyricicoccus	rec.TRT.combined	Placebo Good	0.225201374361658	0.347879034064059	202	202	0.519058005315054	0.820905949113357
Candidatus.Stoquefichus	Abx.group_joined	Vanco_Metro	-0.167873147520667	0.268478921031098	202	202	0.533709954707896	0.820905949113357
Candidatus.Stoquefichus	rec.TRT.combined	Placebo Good	-0.247497559165917	0.393573860834805	202	202	0.531104757339214	0.820905949113357
Dielma	Abx.group_joined	Vanco_Metro	-0.152264809283196	0.236157785321976	202	202	0.521100546014041	0.820905949113357
Dysgonomonas	rec.TRT.combined	Placebo Good	0.232596482253293	0.365473781012446	202	202	0.52654495333403	0.820905949113357
Faecalitalea	rec.TRT.combined	Placebo Good	-0.108958502598743	0.168043830976375	202	202	0.518322288820911	0.820905949113357
Fournierella	Abx.group_joined	Vanco_Metro	0.0649348241288047	0.100360373132245	202	202	0.519613357362922	0.820905949113357
Fusicatenibacter	Abx.group_joined	Vanco_Metro	-0.164678897584969	0.257616541239811	202	202	0.524623865167495	0.820905949113357
Klebsiella	rec.TRT.combined	VE303 Dosed Good	-0.704739674438963	1.05751791792499	202	202	0.507077236158389	0.820905949113357
Metakosakonia	rec.TRT.combined	VE303 Dosed Good	0.162301388751005	0.259631152445993	202	202	0.53419787311381	0.820905949113357
Murimonas	rec.TRT.combined	Placebo Bad	-0.276250836143467	0.441263561260347	202	202	0.533138752820534	0.820905949113357
Oscillibacter	rec.TRT.combined	VE303 Dosed Good	0.134612010359925	0.214975270016172	202	202	0.532943323491553	0.820905949113357
Parasutterella	rec.TRT.combined	Placebo Good	-0.707129854192436	1.1078535065774	202	202	0.52527774507971	0.820905949113357
Prevotella	rec.TRT.combined	Placebo Good	0.793537531348397	1.25254610802668	202	202	0.528166371477423	0.820905949113357
Pseudomonas	VE303	VE303	0.0193180684930323	0.0310179908902696	202	202	0.534363306498317	0.820905949113357
Pyramidobacter	Abx.group_joined	Vanco_Metro	-0.187504311878757	0.248842805190467	202	202	0.510689194250998	0.820905949113357
Streptococcus	Abx.group_joined	Vanco_Metro	0.414803893371713	0.631802568650429	202	202	0.513619112880379	0.820905949113357
Alistipes	rec.TRT.combined	Placebo Bad	0.545461992316968	0.879923098806136	202	202	0.537254876346856	0.821313244089117
Emergencia	Abx.group_joined	Vanco_Metro	0.101972601922748	0.165120670428016	202	202	0.538739967351005	0.821313244089117
Murimonas	rec.TRT.combined	Placebo Good	-0.250044166574531	0.405473575855822	202	202	0.539277375364175	0.821313244089117
Anaeromassilibacillus	rec.TRT.combined	Placebo Bad	0.298802148291279	0.50850745900213	202	202	0.558333362509885	0.842666621818986
Candidatus.Stoquefichus	rec.TRT.combined	Placebo Bad	-0.252897620738841	0.429143536824616	202	202	0.557178789380175	0.842666621818986
Merdimonas	rec.TRT.combined	VE303 Dosed Good	0.164539598844215	0.277966518663319	202	202	0.555685808503324	0.842666621818986
Streptomyces	Abx.group_joined	Vanco_Metro	-0.105291879448683	0.179636458741941	202	202	0.55965783184959	0.842666621818986
Cloacibacillus	Abx.group_joined	Vanco_Metro	0.185110266300731	0.318423044698516	202	202	0.562829816303035	0.845041933826087
Hafnia	rec.TRT.combined	VE303 Dosed Good	0.264349951791671	0.46249223504454	202	202	0.56917602682099	0.849755758352465
Roseburia	rec.TRT.combined	Placebo Bad	0.586832673676027	1.02406878901304	202	202	0.568117447266955	0.849755758352465
Mesosutterella	Abx.group_joined	Vanco_Metro	0.165601040043938	0.292524878489561	202	202	0.57307430343144	0.850782579323986
Peptoniphilus	rec.TRT.combined	VE303 Dosed Good	0.129761173679711	0.22880199061311	202	202	0.572071942512057	0.850782579323986
Dorea	rec.TRT.combined	Placebo Good	0.342483572832549	0.624697817500524	202	202	0.585015125767893	0.854113783477452
Emergencia	rec.TRT.combined	VE303 Dosed Good	0.108754782437757	0.196458497342019	202	202	0.581261352211389	0.854113783477452
Fournierella	rec.TRT.combined	Placebo Good	0.0838720625097453	0.154577691343211	202	202	0.588673946880983	0.854113783477452
Kytococcus	rec.TRT.combined	VE303 Dosed Good	-0.119928177585486	0.215271564966602	202	202	0.579128098927727	0.854113783477452
Lachnotalea	rec.TRT.combined	VE303 Dosed Good	0.1866970118085	0.344905412361861	202	202	0.589821971231599	0.854113783477452
Parasutterella	rec.TRT.combined	VE303 Dosed Good	0.486935237568086	0.873223071055002	202	202	0.578792095054771	0.854113783477452
Pyramidobacter	rec.TRT.combined	VE303 Dosed Good	-0.167591558232003	0.273641034499905	202	202	0.587756739258568	0.854113783477452
Tyzzerella	Abx.group_joined	Vanco_Metro	-0.259419822845887	0.473183891496504	202	202	0.58525332769244	0.854113783477452
Varibaculum	rec.TRT.combined	VE303 Dosed Good	0.0974675825021557	0.17921876455835	202	202	0.588131953537543	0.854113783477452
Anaerostipes	rec.TRT.combined	VE303 Dosed Good	0.290105267097093	0.546508004565594	202	202	0.596911957169587	0.862025442234008
Leuconostoc	rec.TRT.combined	VE303 Dosed Good	-0.0975870771641359	0.185506102868252	202	202	0.600392958171108	0.864696379974694
Shigella	rec.TRT.combined	Placebo Bad	-0.486775439496513	0.931179847929787	202	202	0.602580269781454	0.865494696434067
Fournierella	rec.TRT.combined	Placebo Bad	0.0877115143315472	0.168792873842914	202	202	0.604509165261643	0.865918534023435
Eggerthella	rec.TRT.combined	VE303 Dosed Good	0.207895210483335	0.404733374396259	202	202	0.608894278927145	0.867702596083601
Streptococcus	rec.TRT.combined	Placebo Good	-0.468004135937933	0.911387725670508	202	202	0.609028991968113	0.867702596083601
Pediococcus	Abx.group_joined	Vanco_Metro	0.34650231892201	0.694248050450674	202	202	0.619264567913272	0.879363631963454
Phascolarctobacterium	rec.TRT.combined	VE303 Dosed Good	0.419213112401403	0.843210507937272	202	202	0.620532072366664	0.879363631963454
Desulfovibrio	VE303	VE303	-0.0300691743538137	0.0609015366188669	202	202	0.622333276926553	0.879564364722861
Ruthenibacterium	rec.TRT.combined	Placebo Bad	0.221657885632727	0.453014428330923	202	202	0.62582656253097	0.882149143993123
Citrobacter	rec.TRT.combined	Placebo Good	-0.639940201231236	1.3563457681926	202	202	0.638389329421982	0.890385117351712
Murimonas	rec.TRT.combined	VE303 Dosed Good	-0.151189955781545	0.319735225680029	202	202	0.637650393630112	0.890385117351712
Rothia	Abx.group_joined	Vanco_Metro	-0.174975612242558	0.367869814143073	202	202	0.635946521696872	0.890385117351712
Sutterella	Abx.group_joined	Vanco_Metro	0.522112891530587	1.09446424545251	202	202	0.634775144415227	0.890385117351712
Enterococcus	rec.TRT.combined	VE303 Dosed Good	0.368439256374898	0.789928473303423	202	202	0.642141491709491	0.890929294780184
Proteus	rec.TRT.combined	VE303 Dosed Good	0.400539979599738	0.856791636593536	202	202	0.641518672059525	0.890929294780184
Pediococcus	rec.TRT.combined	VE303 Dosed Good	0.359180877236246	0.778392112989649	202	202	0.645805943167529	0.893674020571255
Holdemania	rec.TRT.combined	Placebo Good	-0.143297717106133	0.312839018841322	202	202	0.648045152070639	0.894437319264163
Coprobacter	rec.TRT.combined	VE303 Dosed Good	0.122799869177641	0.270889282980102	202	202	0.651560358104504	0.894629507241935
Holdemania	Abx.group_joined	Vanco_Metro	-0.0964078751306494	0.212406837201566	202	202	0.651236082611736	0.894629507241935
Selenomonas	rec.TRT.combined	Placebo Bad	0.328586754784266	0.730102957586208	202	202	0.653925817262437	0.895557320798687
Enterobacter	rec.TRT.combined	Placebo Bad	-0.478215116689079	1.09152105648937	202	202	0.66260206346169	0.902774019626467
Pseudomonas	rec.TRT.combined	VE303 Dosed Good	0.0548263774853692	0.124757623243098	202	202	0.661461278016441	0.902774019626467
Intestinibacter	rec.TRT.combined	Placebo Bad	0.355984630726129	0.833299321776788	202	202	0.670250490660492	0.910853230897592
Neglecta	rec.TRT.combined	Placebo Good	0.0746539615329978	0.176867342726622	202	202	0.673908749993502	0.913482448840297
Faecalimonas	rec.TRT.combined	VE303 Dosed Good	0.0972320631826761	0.231568870897397	202	202	0.67592317017609	0.913875714778897
Lactococcus	Abx.group_joined	Vanco_Metro	0.165342802873783	0.404119780751635	202	202	0.683692875503448	0.922028559839256
Metakosakonia	Abx.group_joined	Vanco_Metro	0.0902031228850878	0.223509307979814	202	202	0.688191962058745	0.925740456576484
Citrobacter	rec.TRT.combined	Placebo Bad	-0.583608495072166	1.47760193007786	202	202	0.693945857022014	0.931117225877639
Alistipes	rec.TRT.combined	Placebo Good	0.302072209555446	0.808577625572461	202	202	0.709798859750211	0.931449295127888
Anaerotignum	rec.TRT.combined	Placebo Bad	-0.238431972712352	0.647177606325639	202	202	0.713525309097967	0.931449295127888
Eggerthella	rec.TRT.combined	Placebo Bad	0.215274033402836	0.561320137181333	202	202	0.702306557923128	0.931449295127888
Enterobacter	rec.TRT.combined	Placebo Good	-0.390178757672005	1.00154002451056	202	202	0.697996921841232	0.931449295127888
Escherichia	rec.TRT.combined	Placebo Bad	-0.561257548790054	1.50410192159763	202	202	0.710070393546631	0.931449295127888
Flavonifractor	Abx.group_joined	Vanco_Metro	0.218172139344411	0.573852048778437	202	202	0.704941687792845	0.931449295127888
Metakosakonia	rec.TRT.combined	Placebo Good	0.127761166852647	0.329500884848505	202	202	0.699510136806165	0.931449295127888
Pediococcus	rec.TRT.combined	Placebo Bad	0.403108826213358	1.07416205456317	202	202	0.708503056017192	0.931449295127888
Proteus	rec.TRT.combined	Placebo Good	0.403519639871501	1.08659204561755	202	202	0.711428769677996	0.931449295127888
Solobacterium	rec.TRT.combined	VE303 Dosed Good	0.0551814134881914	0.142509482074448	202	202	0.699539391662806	0.931449295127888
Solobacterium	rec.TRT.combined	Placebo Bad	-0.0730919424681894	0.197484275811062	202	202	0.712160805952226	0.931449295127888
Fusicatenibacter	rec.TRT.combined	Placebo Bad	0.151698056612887	0.417570665132163	202	202	0.717238411908706	0.933995966367602
Parabacteroides	rec.TRT.combined	VE303 Dosed Good	0.383696188093979	1.0646673619486	202	202	0.719586034113854	0.934756367843977
Lactococcus	rec.TRT.combined	VE303 Dosed Good	0.161700287321884	0.46631909405648	202	202	0.729680634302547	0.938151679243315
Lactococcus	rec.TRT.combined	Placebo Good	-0.206792943844011	0.591358161585352	202	202	0.727474372898899	0.938151679243315
Parasutterella	rec.TRT.combined	Placebo Bad	0.42127221996714	1.2053211039677	202	202	0.727707485816028	0.938151679243315
Shigella	Abx.group_joined	Vanco_Metro	0.200695499778748	0.581468463669211	202	202	0.731050270806583	0.938151679243315
Solobacterium	rec.TRT.combined	Placebo Good	-0.0625982201046185	0.181026544888198	202	202	0.730303578888467	0.938151679243315
Anaerostipes	Abx.group_joined	Vanco_Metro	0.157241474261468	0.460138026272196	202	202	0.733556761444263	0.938254642658267
Dakarella	Abx.group_joined	Vanco_Metro	-0.115321661478483	0.338879120140861	202	202	0.734671088119209	0.938254642658267
Phascolarctobacterium	rec.TRT.combined	Placebo Good	0.359487318011091	1.06954137448373	202	202	0.737729997482918	0.93989639102391
Turicibacter	rec.TRT.combined	VE303 Dosed Good	0.0803906457240392	0.246151631324932	202	202	0.744796303835428	0.946623599598986
Campylobacter	VE303	VE303	-0.0389458635861236	0.122295472140913	202	202	0.750634794288579	0.950933040538565
Eisenbergiella	Abx.group_joined	Vanco_Metro	-0.0744032707985751	0.234343310584417	202	202	0.751775366010677	0.950933040538565
Akkermansia	Abx.group_joined	Vanco_Metro	-0.166644812650014	0.533826684980434	202	202	0.755807122340297	0.951491151639804
Dakarella	rec.TRT.combined	VE303 Dosed Good	0.118834754239096	0.38017348391758	202	202	0.755479585750714	0.951491151639804
Anaerotignum	rec.TRT.combined	VE303 Dosed Good	-0.14335475535364	0.468874522323649	202	202	0.760591017522626	0.952986381293124
Dysgonomonas	rec.TRT.combined	VE303 Dosed Good	0.0886336554368423	0.288355218429825	202	202	0.7594620173802	0.952986381293124
Akkermansia	rec.TRT.combined	Placebo Good	0.224889933572783	0.778851685270246	202	202	0.773488744068457	0.953401678557315
Campylobacter	Abx.group_joined	Vanco_Metro	-0.193162484863605	0.670719028458157	202	202	0.774197313026866	0.953401678557315
Collinsella	rec.TRT.combined	Placebo Good	-0.141048042971295	0.46783318060461	202	202	0.763841861064213	0.953401678557315
Coprobacillus	rec.TRT.combined	VE303 Dosed Good	0.139623648254921	0.479107756137318	202	202	0.771457673394895	0.953401678557315
Dielma	VE303	VE303	-0.0103627184648412	0.0356224930659673	202	202	0.771578126853625	0.953401678557315
Drancourtella	rec.TRT.combined	Placebo Bad	0.13288476356496	0.443141794037247	202	202	0.765045591881796	0.953401678557315
Faecalimonas	rec.TRT.combined	Placebo Good	0.0834388390683581	0.29356755222661	202	202	0.777112311578793	0.953401678557315
Peptoniphilus	rec.TRT.combined	Placebo Bad	-0.0928762472625462	0.317338743630094	202	202	0.770436941445824	0.953401678557315
Pseudoflavonifractor	rec.TRT.combined	VE303 Dosed Good	0.115071544887685	0.402688873254194	202	202	0.775779230600656	0.953401678557315
Anaeroglobus	rec.TRT.combined	Placebo Bad	0.109608968154651	0.485732144547955	202	202	0.822035473570538	0.954446388008841
Bilophila	rec.TRT.combined	Placebo Good	0.316742936730951	1.34985226181533	202	202	0.815142536339236	0.954446388008841
Collinsella	rec.TRT.combined	VE303 Dosed Good	-0.081548376011675	0.36906594414192	202	202	0.825699786420183	0.954446388008841
Coprococcus	rec.TRT.combined	Placebo Good	0.116649225098012	0.533952945769207	202	202	0.827579047326953	0.954446388008841
Dysgonomonas	VE303	VE303	0.015907879797146	0.0670815474103123	202	202	0.812901768571177	0.954446388008841
Emergencia	rec.TRT.combined	Placebo Bad	0.0671354313367399	0.273655050236436	202	202	0.806734806706347	0.954446388008841
Enterobacter	Abx.group_joined	Vanco_Metro	0.187197707074468	0.69055790608452	202	202	0.787219988170538	0.954446388008841
Faecalitalea	rec.TRT.combined	Placebo Bad	-0.0417449023934494	0.18346822542574	202	202	0.820505155066897	0.954446388008841
Hafnia	rec.TRT.combined	Placebo Bad	0.138581237286508	0.639374355266772	202	202	0.828936462055443	0.954446388008841
Harryflintia	rec.TRT.combined	Placebo Bad	0.0969814997460742	0.425960785998195	202	202	0.820605471781555	0.954446388008841
Hungatella	rec.TRT.combined	Placebo Bad	0.278395258448774	1.13746822580988	202	202	0.807251461345304	0.954446388008841
Lachnotalea	VE303	VE303	-0.0134164015183375	0.05526666509908	202	202	0.808558097568983	0.954446388008841
Lactococcus	rec.TRT.combined	Placebo Bad	-0.162120157075118	0.64475277097086	202	202	0.802099750054759	0.954446388008841
Megasphaera	rec.TRT.combined	Placebo Bad	-0.326434006689052	1.22049387469824	202	202	0.789834881115397	0.954446388008841
Monoglobus	Abx.group_joined	Vanco_Metro	-0.020217778264368	0.0901630234500319	202	202	0.823183911310588	0.954446388008841
Monoglobus	rec.TRT.combined	Placebo Good	0.0323834076351799	0.132626505800602	202	202	0.807666627084025	0.954446388008841
Monoglobus	rec.TRT.combined	Placebo Bad	0.0320690367609748	0.144633608647568	202	202	0.825036582451983	0.954446388008841
Morganella	rec.TRT.combined	Placebo Bad	-0.249625348068136	1.01940800631513	202	202	0.807212800442625	0.954446388008841
Negativibacillus	rec.TRT.combined	VE303 Dosed Good	-0.0504869143618274	0.200852779374251	202	202	0.802184414427146	0.954446388008841
Neglecta	Abx.group_joined	Vanco_Metro	0.0295999730256767	0.114904298093241	202	202	0.797425044150865	0.954446388008841
Neglecta	rec.TRT.combined	Placebo Bad	0.0484333787946676	0.193130444824983	202	202	0.802520795600067	0.954446388008841
Odoribacter	rec.TRT.combined	Placebo Good	0.0933413041122771	0.445058792695188	202	202	0.834441417810809	0.954446388008841
Paenibacillus	rec.TRT.combined	VE303 Dosed Good	0.0508840026946356	0.239175028802688	202	202	0.832106818376239	0.954446388008841
Paenibacillus	rec.TRT.combined	Placebo Bad	-0.0899486020090666	0.331980818688293	202	202	0.787149031974596	0.954446388008841
Paenibacillus	VE303	VE303	-0.0206265436341441	0.075286255122848	202	202	0.784469160245289	0.954446388008841
